FID,Count,Area,X,Y,Perimeter,NEAR_FID,NEAR_DIST,ST_NAME,ST_TYPE,MUN_L,SPEEDLIMIT,NBHD_L,STREET_ID,OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,TypeLong,OS_Own_Jur,ALT_NAME
111,1,8.480911980700000,-71.137206784000000,42.247804704399996,19.055823563400001,7607,81.318184585200001,Turtle Pond,PKWY,Boston,25,Hyde Park,4203,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
112,1,8.480157903460000,-71.137221393399997,42.247820693700000,19.055203966600001,7607,82.515281513800005,Turtle Pond,PKWY,Boston,25,Hyde Park,4203,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
113,1,17.643112749000000,-71.126331331800003,42.248375723199999,27.748876697600000,3432,19.964072759299999,Glenwood,AVE,Boston,15,Hyde Park,1737,0, , , ,0.000000000000000, , , 
114,1,10.862972525500000,-71.126629138200002,42.248527675699997,26.237138630400000,3432,28.195403574600000,Glenwood,AVE,Boston,15,Hyde Park,1737,0, , , ,0.000000000000000, , , 
115,1,36.344919614799998,-71.109989344599995,42.248472799699996,33.818439325800000,6321,98.101544318099997,Prospect,ST,Boston,20,Hyde Park,3365,0, , , ,0.000000000000000, , , 
116,1,17.729039555500002,-71.126310642099995,42.248567041000001,27.745770803999999,3432,83.840273363300000,Glenwood,AVE,Boston,15,Hyde Park,1737,142,Amatucci Playground,City of Boston,Hyde Park,0.448679410000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
117,1,18.380640881500000,-71.126344527599997,42.248579858200003,27.615531942000000,3432,83.615292554299998,Glenwood,AVE,Boston,15,Hyde Park,1737,142,Amatucci Playground,City of Boston,Hyde Park,0.448679410000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
118,1,39.105540557799998,-71.137759945699997,42.248614041400003,60.746339437800003,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
119,1,21.708354093000001,-71.126622246699995,42.248599761999998,27.762092485400000,3432,53.858757607000001,Glenwood,AVE,Boston,15,Hyde Park,1737,142,Amatucci Playground,City of Boston,Hyde Park,0.448679410000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
120,1,6.292268108400000,-71.134738798499995,42.248634011699998,13.677272071499999,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
121,1,6.659754843520000,-71.134764786600002,42.248638123900001,14.013102480500001,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
122,1,6.175110815260000,-71.134671316500004,42.248644693800003,13.435443585000000,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
123,1,13.071770981700000,-71.126508847799997,42.248621346900002,25.622560178800001,3432,73.115784311100001,Glenwood,AVE,Boston,15,Hyde Park,1737,142,Amatucci Playground,City of Boston,Hyde Park,0.448679410000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
124,1,6.236416027980000,-71.134649745700003,42.248656818699999,13.500921309500001,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
125,1,16.918387137900002,-71.126727992599996,42.248638092999997,26.976763007100001,4173,41.982368241600000,Hyde Park,AVE,Boston,30,Hyde Park,2149,142,Amatucci Playground,City of Boston,Hyde Park,0.448679410000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
126,1,12.094175322300000,-71.136733400699995,42.248779051000000,22.809849784499999,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
127,1,10.779080955200000,-71.134867260999997,42.248788804299998,22.526722162199999,7526,94.777560722700002,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
128,1,12.779888885500000,-71.136704073299995,42.248795509399997,23.669038058000002,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
129,1,9.521000793340001,-71.135270731700004,42.248800036600002,21.241648264399998,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
130,1,6.557655797910000,-71.134896702399999,42.248798760500001,15.362899291200000,7526,95.852562783500005,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
131,1,12.856810581600000,-71.134947845599996,42.248817650699998,23.973502552300001,7526,97.225401354599995,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
132,1,9.255372394649999,-71.135248585100001,42.248855646000003,21.348044991599998,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
133,1,5.432800432480000,-71.135210823600005,42.248860480600001,15.828920180700001,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
134,1,28.737601301300000,-71.137600298600006,42.248852008699998,58.256331039099997,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
135,1,14.821885004900000,-71.135000737200002,42.248905842100001,25.075954550300001,7526,75.633844035600006,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
136,1,7.235352308530000,-71.135229275599997,42.248922942599997,15.584424362100000,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
137,1,5.136143669040000,-71.135205033700004,42.248926737399998,13.385832078400000,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
138,1,12.473522608700000,-71.134999391899996,42.248964360599999,23.561541385999998,7526,57.825955813900002,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
139,1,24.618411716600001,-71.136505227900003,42.248972882200000,40.186934539200003,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
140,1,31.822478794199998,-71.137600190800001,42.249046192500003,51.591961249100002,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
141,1,11.258288643200000,-71.129061404300003,42.249060793699996,25.690972786800000,11971,44.824361689299998,Reservation,RD,Boston,25,Hyde Park,3519,402,Reservation Road Park,City of Boston,Hyde Park,6.195629960000000,"Parks, Playgrounds & Athletic Fields",BCC,Mother Brook II
142,1,11.730479479500000,-71.129044002499995,42.249093943900000,25.745770192999998,11971,45.146524856900001,Reservation,RD,Boston,25,Hyde Park,3519,402,Reservation Road Park,City of Boston,Hyde Park,6.195629960000000,"Parks, Playgrounds & Athletic Fields",BCC,Mother Brook II
143,1,4.830973912270000,-71.135139721200005,42.249148177800002,14.338246732000000,7526,23.745844037500000,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
144,1,9.898757940019999,-71.129028424500007,42.249127158299999,24.994765357700000,11971,45.266716266800003,Reservation,RD,Boston,25,Hyde Park,3519,402,Reservation Road Park,City of Boston,Hyde Park,6.195629960000000,"Parks, Playgrounds & Athletic Fields",BCC,Mother Brook II
145,1,3.766131226670000,-71.135168617399998,42.249165430799998,13.584553680000001,7526,22.781529704000000,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
146,1,4.770676575600000,-71.135193218599994,42.249182744499997,14.647570980199999,7526,22.767577264300002,Town,ST,Boston,20,Hyde Park,4167,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
147,1,5.522323744220000,-71.135216568199994,42.249203733300000,14.994849819500001,7526,24.623152795399999,Town,ST,Boston,20,Hyde Park,4167,0, , , ,0.000000000000000, , , 
148,1,12.097366906100000,-71.136893030099998,42.249503537800003,23.657443876300000,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
149,1,11.777623242300001,-71.136926755900006,42.249529308299998,24.232467177499998,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
150,1,33.209575201100002,-71.136869336600000,42.249790645899999,32.212252886500004,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
151,1,36.572358980899999,-71.137138748500007,42.249842155300001,33.437828432300002,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
152,1,26.947474135099998,-71.138837458500007,42.249854140799997,28.204589126100000,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
153,1,9.327949785430000,-71.128612353199998,42.249830719000002,23.031524141900000,11971,99.171772684000004,Reservation,RD,Boston,25,Hyde Park,3519,402,Reservation Road Park,City of Boston,Hyde Park,6.195629960000000,"Parks, Playgrounds & Athletic Fields",BCC,Mother Brook II
154,1,7.795098362420000,-71.128667453399999,42.249842350300000,21.488309103399999,11971,85.667113034799996,Reservation,RD,Boston,25,Hyde Park,3519,402,Reservation Road Park,City of Boston,Hyde Park,6.195629960000000,"Parks, Playgrounds & Athletic Fields",BCC,Mother Brook II
155,1,29.954565757800001,-71.136910979800007,42.249900106399998,30.270537714800000,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
156,1,12.142749540200001,-71.126490168000004,42.249871240899999,21.006465465800002,4170,41.213571582199997,Hyde Park,AVE,Boston,30,Hyde Park,2149,0, , , ,0.000000000000000, , , 
157,1,11.982967114299999,-71.126453294900003,42.249885563799999,21.608742901399999,4170,35.403515313000000,Hyde Park,AVE,Boston,30,Hyde Park,2149,0, , , ,0.000000000000000, , , 
158,1,27.312318188500001,-71.138926467399997,42.249924017700003,28.543820637600000,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
159,1,80.067766750999994,-71.138718901399997,42.249932605799998,57.041600863200003,-1,-1.000000000000000, , , ,0, ,0,147,Stony Brook Recreation Complex,Commonwealth of Massachusetts,Hyde Park,27.390000000000001,"Parks, Playgrounds & Athletic Fields",DCR,Kelly/Factory Hill (Lawler)/Bajko/Olsen
160,1,34.852640906799998,-71.136922143800007,42.249971389499997,32.765055519699999,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
161,1,9.623960924680000,-71.126846482100007,42.249943260899997,19.545701042200001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
162,1,34.719900153799998,-71.137386721100000,42.249985680800002,33.059499220500001,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
163,1,31.212765511499999,-71.137151072799995,42.249992008299998,31.380559670800000,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
164,1,27.145499830599999,-71.137358786299998,42.250004691299999,29.416877313000001,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
165,1,33.105919526299999,-71.136887286900006,42.250004208800000,31.705302106000001,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
166,1,33.785820430800001,-71.137332930400007,42.250016196399997,32.396014997599998,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
167,1,38.353312131099997,-71.137372658000004,42.250015983899999,34.588253007799999,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
168,1,11.984573760200000,-71.126918634600003,42.250006951499998,21.214625435300000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
169,1,10.713377387100000,-71.126388331000001,42.250019903700000,20.405283808000000,4170,34.924741533400002,Hyde Park,AVE,Boston,30,Hyde Park,2149,0, , , ,0.000000000000000, , , 
170,1,13.261487165500000,-71.126906873500005,42.250029925299998,21.628893491800000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
171,1,12.610303957999999,-71.126406869199997,42.250041602400003,22.074121312500001,4170,40.288547299999998,Hyde Park,AVE,Boston,30,Hyde Park,2149,0, , , ,0.000000000000000, , , 
172,1,11.355275797899999,-71.126896730300004,42.250052880600002,21.132031794000000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
173,1,33.805931273900001,-71.137552069799995,42.250122678700002,32.530919269499996,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
174,1,31.699698380800001,-71.137288924200007,42.250143349500000,30.843460696800001,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
175,1,30.627016835500001,-71.137624170099997,42.250156127899999,30.898616978200000,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
176,1,10.375347028300000,-71.127420129599997,42.250179396599997,20.461137056599998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
177,1,17.489044908099999,-71.127136269299996,42.250190937500001,27.216271114900000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
178,1,12.736906976700000,-71.127410113500005,42.250202678900003,21.142877371000001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
179,1,9.373574636960001,-71.127398435800004,42.250225585000003,20.222788970500002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
180,1,14.139270901600000,-71.127283182699998,42.250229170200001,26.085905846500001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
181,1,26.872698027500000,-71.137023150100006,42.250305908500003,28.230273066700001,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
182,1,15.265815667900000,-71.127074184600005,42.250318351499999,25.990504846699999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
183,1,29.154107370900000,-71.137145795199999,42.250355956299998,29.257286794399999,-1,-1.000000000000000, , , ,0, ,0,406,Stony Brook Reservation I,Commonwealth of Massachusetts,Hyde Park,292.259999999999990,"Parkways, Reservations & Beaches",DCR, 
